date,tx_pos,tx_incid,TO,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,pos_7j
2020-03-18,1.8932147689999999,17.117386860000003,0.152431791,771.0,2972.0,816.0,218.00000000000003,326.0,1674.9999999999998,401,117,9134.0,14996,1203,11488
2020-03-19,10.822692256666665,243.48706773333333,0.22182680899999999,1001.9999999999999,4073.0,1180.0,327.0,438.0,2229.0,519,155,10995.0,17125,35299,163416
2020-03-20,7.893360892000001,147.76528950000002,0.256425465,1297.0,5226.0,1587.0,449.99999999999994,242.0,1256.0,317,83,12612.0,9141,22931,99172
2020-03-21,10.532885213333333,229.60343413333334,0.30150257,1453.0,5900.0,1811.0,525.0,298.0,1540.0,368,115,14459.0,15247,32448,154098
2020-03-22,10.799278143333332,243.78705036666665,0.34519573000000003,1674.0,6954.0,2117.0,631.9999999999999,309.0,1534.0,315,123,16686.0,9524,36866,163617
2020-03-23,12.117115706666667,305.1498898666667,0.411229735,2080.0,8673.0,2567.0,860.0000000000001,448.0,2053.0,377,189,19856.0,6656,45466,204801
2020-03-24,13.87180253,380.35414690000005,0.494859628,2503.0,10163.0,3281.0,1100.0,571.0,2618.0,742,244,22302.0,10691,56161,255274
2020-03-25,15.640640580000001,467.38834840000004,0.580268881,2935.0,12072.0,4085.0,1388.0,607.0,3165.9999999999995,834,293,25233.000000000004,13601,62400,313687
2020-03-26,15.640640580000001,467.38834840000004,0.662514828,3351.0,13879.0,4947.0,1696.0,612.0,3097.0,888,318,29155.0,20727,62400,313687
2020-03-27,15.623120976666668,471.4843034333333,0.7429814159999999,3758.0,15701.0,5698.0,1995.0,608.0,3059.0,814,307,32964.0,20064,62949,316436
2020-03-28,15.760971723333334,490.20888203333334,0.837485172,4236.0,17580.0,6624.0,2314.0,695.0,3353.0,969,326,37575.0,22124,63400,329003
2020-03-29,15.628419513333334,481.68371316666673,0.907868723,4592.0,19311.0,7131.0,2606.0,543.0,2685.0,543,295,40174.0,23268,65808,323282
2020-03-30,14.93080109,467.7792198,0.999604587,5056.0,20946.0,7923.0,3024.0,694.0,3108.0,861,423,44550.0,22124,58952,313950
2020-03-31,14.809245496666664,463.1990213,1.086595492,5496.0,22672.000000000004,9443.0,3523.0000000000005,767.0,4146.0,1589,526,52128.0,34162,52293,310876
2020-04-01,14.531565353333331,452.43093589999995,1.174377224,5940.0,24543.0,10934.0,4032.0,771.0,4281.0,1647,516,56989.0,34162,48885,303649
2020-04-02,13.822897093333333,421.15128916666674,1.246540134,6305.0,26131.0,12427.0,4503.0,728.0,3845.0,1577,524,59105.00000000001,34162,45066,282655
2020-04-03,12.384404600000002,347.1002766666667,1.296164492,6556.0,27302.0,14007.0,5091.0,640.0,3627.0,1655,606,64338.00000000001,22124,38000,232956
2020-04-04,12.392921479999998,332.86749106666673,1.3291814950000003,6722.999999999999,28003.0,15436.999999999998,5532.0,502.0,2822.0,1495,448,68605.0,22124,29854,223404
2020-04-05,12.18734684,326.58275546666664,1.356069593,6858.999999999999,28747.0,16182.0,5889.0,389.99999999999994,1931.0,773,361,70478.0,23268,14540,219186
2020-04-06,11.753175390000003,306.8449904333333,1.37366548,6948.0,29569.0,17249.0,6494.0,478.0,2754.0,1133,613,74390.0,22124,38179,205939
2020-04-07,11.136963280666667,280.3342730666666,1.38473705,7004.0,29871.000000000004,19336.0,7091.0,518.0,3277.0,2161,607,78167.0,32566,29389,188146
2020-04-08,11.136963280666667,280.3342730666666,1.3877026490000002,7019.000000000001,30217.0,21253.0,7632.0,482.0,3139.0,2022,562,82048.0,32566,29389,188146
2020-04-09,11.934129816666669,314.1096362666667,1.371490708,6937.0,30608.0,23205.0,8044.0,369.0,2990.0,2032,424,86334.0,33803,23911,210814
2020-04-10,11.136963280666667,280.3342730666666,1.359232898,6875.0,31107.999999999996,24931.0,8598.0,431.0,3161.0,1967,578,90676.0,32566,29389,188146
2020-04-11,11.509869570000001,283.2705269333334,1.334914986,6752.0,31159.000000000004,26390.0,8943.0,255.0,2044.0,1527,353,93790.0,29383,17638,190116
2020-04-12,12.18734684,326.58275546666664,1.327402135,6714.0,31665.0,27185.0,9253.0,220.0,1688.0,825,315,95403.0,23268,14540,219186
2020-04-13,11.031780238333331,285.5641028333333,1.3226571769999997,6690.0,31952.000000000004,27717.0,9588.0,227.0,1257.0,551,343,98076.0,16596,2974,191656
2020-04-14,11.753175390000003,306.84499043333335,1.304665876,6599.0,32131.0,28804.0,10129.0,275.0,1965.0,1125,559,103573.0,15676,38180,205939
2020-04-15,10.109010392999998,230.29081156666666,1.251680506,6331.0,31623.0,30952.0,10643.0,284.0,2415.0,2224,524,106206.0,32566,22704,154559
2020-04-16,10.626938274666667,250.840119,1.213720838,6139.0,31172.000000000004,32806.0,11053.0,270.0,2084.0,1925,435,108847.0,25375,11075,168351
2020-04-17,11.509869570000001,283.2705269333333,1.170818505,5922.0,31061.0,34414.0,11470.0,242.0,2166.0,1720,428,109252.0,29383,17638,190117
2020-04-18,9.138029783999999,198.79809766666668,1.133451957,5733.0,30515.000000000004,35977.0,11834.0,205.99999999999997,1565.0,1605,368,111821.00000000001,24285,11506,133423
2020-04-19,11.031780238333331,285.5641028333333,1.11585607,5644.0,30486.000000000004,36572.0,12061.0,137.0,890.0,622,231,112606.0,16723,2974,191656
2020-04-20,9.499912093666666,209.1430288333333,1.103993673,5584.0,30462.000000000004,37403.0,12505.0,207.99999999999997,1464.0,933,450,114657.0,13695,16943,140366
2020-04-21,10.447660557999999,244.54992010000004,1.054567023,5334.0,29984.0,39175.0,12892.0,190.0,1885.0,1875,404,117324.00000000001,25375,10881,164129
2020-04-22,9.138029783999999,198.79809766666668,1.013641756,5127.0,29627.000000000004,40651.0,13225.000000000002,183.0,1619.0,1587,349,119151.0,24285,11506,133423
2020-04-23,7.764899108333332,154.45778296666668,0.982008699,4967.0,29113.000000000004,42082.0,13536.0,178.0,1410.0,1531,320,120804.00000000001,18108,12016,103664
2020-04-24,7.131921625333333,135.51467396666666,0.946026097,4785.0,28554.0,43486.0,13840.999999999998,155.0,1346.0,1464,312,122577.0,14634,10750,90950
2020-04-25,7.585937266333333,149.6888536666667,0.917556346,4641.0,28119.0,44587.0,14039.0,124.0,999.0,1166,207,124114.0,14539,5055,100463
2020-04-26,6.965646206,129.78321760000003,0.909054962,4598.0,28114.000000000004,44896.0,14191.0,79.0,481.0,318,152,124575.0,11321,1731,87104
2020-04-27,11.031780238333331,285.5641028333333,0.894820087,4526.0,27954.0,45506.0,14486.0,125.0,964.0,736,300,125770.00000000001,14796,2974,191656
2020-04-28,7.131921625333333,135.51467396666666,0.851522341,4392.0,27607.0,46322.0,14675.999999999998,153.0,1321.0,1491,328,127290.0,14634,10750,90950
2020-04-29,6.988964093333334,130.2014053,0.816132859,4128.0,26736.000000000004,48221.0,15041.0,110.0,1070.0,1430,251,128442.0,14841,8293,87384
2020-04-30,6.373451669666667,110.33450870000001,0.7803479640000001,3947.0,26192.0,49469.0,15231.000000000002,121.0,1048.0,1327,207,129581.0,13189,8069,74051
2020-05-01,6.4018109616666665,112.48156986666666,0.7550415180000001,3819.0000000000005,25809.000000000004,50204.0,15350.0,73.0,668.0,861,138,130185.0,11762,986,75492
2020-05-02,6.296167501666666,114.15928736666667,0.745353895,3769.9999999999995,25751.0,50554.0,15468.0,64.0,453.0,381,120,130979.0,10779,1421,76618
2020-05-03,6.296167501666666,114.15928736666667,0.7437722420000001,3762.0,25739.000000000004,50776.0,15564.0,80.0,345.0,245,101,131287.0,10779,1167,76618
2020-05-04,6.367821293333334,110.35288513333333,0.71945433,3639.0,25472.0,51363.0,15806.999999999998,84.0,689.0,619,245,131863.0,11243,1174,74063
2020-05-05,6.37112339,110.08419206666667,0.6672597859999999,3375.0,24701.0,52728.0,16041.0,111.0,987.0,1435,244,132967.0,12621,10062,73883
2020-05-06,4.982720917333333,77.09404829966665,0.611901938,3095.0,23912.0,53963.0,16218.000000000002,69.0,833.0,1298,181,137150.0,13150,986,51741
2020-05-07,3.542542797333333,41.67325051933333,0.575523922,2911.0,23139.0,55018.0,16367.0,98.99999999999999,728.0,1291,159,137779.0,13150,986,27968
2020-05-08,2.1184139966666664,8.04539532,0.557532622,2820.0,22657.0,55773.0,16478.0,89.0,510.0,817,118,138421.0,15710,986,5399
2020-05-09,1.98097526,7.077404982666667,0.546461052,2764.0,22547.000000000004,56029.0,16554.0,38.0,265.0,274,76,138854.0,11784,518,4750
2020-05-10,1.9809752600000001,7.077404982666667,0.539343614,2728.0,22502.0,56208.0,16623.0,38.0,253.0,212,70,139063.0,11784,518,4750
2020-05-11,2.0133751133333333,7.7210763406666665,0.527085805,2666.0,22219.000000000004,56715.0,16801.0,82.0,523.0,560,184,139519.0,12167,1021,5182
2020-05-12,1.9726789456666667,7.581018221000001,0.493475682,2496.0,21530.0,57776.0,16984.0,92.0,670.0,1118,194,140227.0,14811,986,5088
2020-05-13,1.9726789456666667,7.581018221000001,0.47153024899999996,2385.0,21009.000000000004,58664.0,17082.0,69.0,543.0,943,105,140734.0,17258,901,5088
2020-05-14,1.9726789456666667,7.581018221000001,0.446026097,2256.0,20401.0,59596.0,17205.0,51.99999999999999,542.0,970,126,141356.0,17258,1015,5088
2020-05-15,1.9726789456666667,7.581018221000001,0.427441677,2162.0,19801.0,60439.0,17323.0,64.0,438.0,892,120,141919.0,19058,1044,5088
2020-05-16,1.9791253253333334,7.390797441666667,0.413404508,2091.0,19372.000000000004,61057.0,17393.0,46.0,350.0,652,78,142291.0,17047,292,4960
2020-05-17,1.9321555330000002,6.9577099229999995,0.40470541700000007,2047.0000000000002,19302.000000000004,61203.99999999999,17447.0,24.0,152.0,159,54,142411.0,9141,142,4669
2020-05-18,1.9791253253333334,7.390797441666667,0.38710952900000006,1958.0,18956.0,61719.0,17570.0,38.0,375.0,548,123,142903.0,9141,1120,4960
2020-05-19,2.169331749,8.297698599,0.36654804300000005,1853.9999999999998,18409.0,62554.00000000001,17695.0,69.0,506.0,882,140,143427.0,19058,1055,5569
2020-05-20,2.119327856,8.531625459,0.346777382,1754.0,17882.0,63345.000000000015,17793.0,43.0,432.0,823,102,143845.0,19058,1058,5726
2020-05-21,2.0665823850000002,7.3068619020000005,0.337682879,1708.0,17527.0,63849.000000000015,17851.0,28.0,271.0,530,58,144163.0,12051,193,4904
2020-05-22,1.953322023,6.982046262999999,0.328983788,1664.0,17327.0,64200.00000000001,17925.0,36.0,263.0,373,75,144556.0,8238,826,4686
2020-05-23,1.9230213720000002,6.943306783,0.32186635,1628.0,17122.0,64537.99999999999,17968.0,30.0,233.0,361,47,144806.0,8238,266,4660
2020-05-24,1.920123204,6.947776723,0.319889284,1618.0,17129.0,64608.00000000001,18003.0,24.0,121.0,80,36,144921.0,8238,145,4663
2020-05-25,1.7514657350000002,6.333904964000001,0.310794781,1572.0,16742.0,65190.0,18093.0,45.0,342.0,609,93,145279.0,14234,708,4251
2020-05-26,1.629377232,5.9137306050000005,0.300316331,1519.0,16209.000000000002,65870.0,18175.0,37.0,318.0,718,92,145555.0,14234,773,3969
2020-05-27,1.5371621619999998,5.423527186,0.290035587,1467.0,15627.0,66575.0,18240.0,32.0,271.0,736,67,145746.0,14234,729,3640
2020-05-28,1.5078360999999998,6.091038225000001,0.275800712,1395.0,15155.0,67182.0,18306.0,36.0,253.0,621,69,149071.0,14234,641,4087
2020-05-29,1.4276037950000002,5.746852846000001,0.262554369,1328.0,14643.0,67794.00000000001,18367.0,29.0,255.0,656,63,149668.0,14234,595,3857
2020-05-30,1.458714549,5.903300745,0.255634638,1293.0,14329.0,68259.0,18424.0,29.0,227.0,486,57,151496.0,12051,371,3962
2020-05-31,1.4672533240000003,5.967369885,0.254448399,1287.0,14271.0,68346.00000000001,18455.0,18.0,72.0,93,35,151753.0,8238,188,4005
2020-06-01,1.4969181100000002,5.167250627,0.251087386,1270.0,14237.0,68431.00000000001,18486.0,9.0,89.0,95,30,152091.0,8238,171,3468
2020-06-02,1.508338224,5.092751627,0.241399763,1221.0,13978.0,68803.00000000001,18570.0,33.0,229.0,402,85,151325.0,8238,723,3418
2020-06-03,1.4888867149999998,4.988453028,0.233096085,1179.0,13465.0,69446.00000000001,18651.0,25.999999999999996,250.0,668,85,151677.0,14234,659,3348
2020-06-04,1.5009084799999999,4.960143408,0.22400158200000003,1133.0,13054.0,69967.0,18695.0,23.0,195.0,544,46,152444.0,12051,622,3329
2020-06-05,1.504178273,4.907994108,0.210557533,1065.0,12650.0,70494.00000000001,18741.0,19.0,213.0,548,47,153055.0,14234,560,3294
2020-06-06,1.473887602,4.796245608,0.203637802,1030.0,12433.0,70796.00000000001,18772.0,15.0,143.0,309,35,153634.0,8238,296,3219
2020-06-07,1.457413539,4.721746608,0.202451562,1024.0,12415.0,70832.00000000001,18785.0,4.0,37.0,38,13,153977.0,8238,138,3169
2020-06-08,1.4114239229999999,5.299858847,0.19671806999999997,994.9999999999999,12269.0,71052.00000000001,18839.0,23.0,145.00000000000003,245,55,154188.0,8238,559,3557
2020-06-09,1.38096473,5.077851827,0.18307631499999996,926.0,11915.0,71496.00000000001,18892.0,15.0,169.0,463,53,154591.0,12051,574,3408
2020-06-10,1.364061451,4.933323768,0.178726769,904.0,11632.0,71822.0,18915.0,23.0,130.0,337,34,155136.0,8238,562,3311
2020-06-11,1.38029014,4.936303728,0.172993278,875.0000000000001,11420.0,72139.00000000001,18942.0,25.999999999999996,143.0,321,28,155561.0,8238,624,3313
2020-06-12,1.414951574,5.015272667,0.168248319,851.0000000000001,11079.0,72562.0,18970.0,18.0,136.0,440,33,156287.0,8238,613,3366
2020-06-13,1.38451883,4.897564248,0.16666666699999996,843.0,10864.0,72798.00000000001,18994.0,14.0,68.0,247,24,156813.0,8238,216,3287
2020-06-14,1.387731976,4.890114348,0.166271253,841.0000000000001,10836.0,72849.0,19003.0,6.000000000000001,33.0,51,9,157220.0,8238,133,3282
2020-06-15,1.372318593,4.802205528,0.16172400200000003,817.9999999999999,10707.0,73034.00000000001,19032.0,12.0,114.0,198,30,157372.0,8238,500,3223
2020-06-16,1.375617511,4.796245608,0.15658363,792.0,10490.0,73325.00000000001,19070.0,14.0,143.0,317,42,157716.0,8238,570,3219
2020-06-17,1.456886184,5.071891907,0.147093713,744.0,10222.0,73657.0,19098.0,14.0,116.0,344,30,158174.0,8238,747,3404
2020-06-18,1.440700872,5.003352827,0.143139581,724.0,10080.0,73877.0,19126.0,15.0,136.0,236,29,158641.0,8238,578,3358
2020-06-19,1.468049464,5.131491107,0.138196916,699.0,9925.0,74107.0,19140.0,10.0,116.0,246,14,159452.0,8238,699,3444
2020-06-20,1.50854618,5.331148427,0.135824437,687.0,9792.0,74302.0,19156.0,7.0,90.0,206,19,160093.0,8238,351,3578
2020-06-21,1.50134184,5.301348827,0.135824437,687.0,9778.0,74362.0,19163.0,5.0,48.00000000000001,60,7,160377.0,8238,113,3558
2020-06-22,1.516425875,5.453326786,0.133056544,673.0,9648.0,74602.00000000001,19186.0,16.0,142.0,242,23,160750.0,8238,602,3660
2020-06-23,1.5197260439999998,5.587424986,0.129300119,654.0,9446.0,74861.0,19212.0,15.0,117.0,286,26,161267.0,8238,660,3750
2020-06-24,1.457442674,5.475676486,0.12455516000000001,630.0,9254.0,75117.0,19223.0,8.0,97.0,272,13,161348.0,8238,672,3675
2020-06-25,1.41945284,5.374357847,0.123171214,623.0,9096.0,75341.0,19244.0,15.0,124.0,239,21,161348.0,8238,509,3607
2020-06-26,1.344442559,5.195560247,0.119810202,606.0,8841.0,75639.0,19270.0,15.0,87.0,309,26,162936.0,8238,579,3487
2020-06-27,1.3241398240000002,5.176190507,0.117437722,594.0,8715.0,75803.0,19285.0,9.0,55.0,167,15,162936.0,8238,338,3474
2020-06-28,1.354038443,5.326678487,0.117437722,594.0,8727.0,75833.0,19287.0,4.0,44.0,30,2,162936.0,8238,213,3575
2020-06-29,1.316948492,5.435447026,0.116844603,591.0,8643.0,75989.00000000001,19305.0,15.0,102.0,160,18,164260.0,8238,675,3648
2020-06-30,1.289946536,5.539745626,0.11348359,574.0,8491.0,76264.0,19326.0,8.0,152.0,282,21,164801.0,8238,730,3718
2020-07-01,1.227204649,5.481636406,0.10952945800000001,554.0,8291.0,76539.0,19344.0,17.0,106.0,278,19,165719.0,8238,633,3679
2020-07-02,1.194208091,5.602324786,0.107750099,545.0,8103.0,76792.0,19358.0,12.0,93.0,254,16,166378.0,8238,591,3760
2020-07-03,1.197570112,5.8541314049999995,0.10537762,533.0,7946.0,77049.0,19376.0,12.0,125.0,267,18,166960.0,8238,748,3929
2020-07-04,1.185244413,5.874991125,0.102214314,517.0,7863.0,77160.00000000001,19388.0,4.0,47.0,118,13,167711.0,8238,352,3942
2020-07-05,1.150951217,5.709603346,0.10300513999999998,521.0,7863.0,77179.00000000001,19390.0,5.0,21.0,20,2,168159.0,8238,103,3831
2020-07-06,1.135129858,5.717053246,0.10300513999999998,521.0,7806.0,77308.00000000001,19403.0,10.0,98.0,130,13,168335.0,8238,680,3836
2020-07-07,1.067221308,5.481636406,0.101028074,511.00000000000006,7550.0,77644.0,19437.0,21.0,127.0,337,35,168810.0,8238,572,3679
2020-07-08,1.063884113,5.587424986,0.09944642199999999,503.0,7254.0,77985.0,19469.0,18.0,83.0,344,34,169473.0,8238,704,3750
2020-07-09,1.055556617,5.761752646,0.096085409,486.0,7134.0,78159.00000000001,19483.0,8.0,78.99999999999999,180,15,170094.0,8238,708,3867
2020-07-10,1.048248436,5.922670485,0.09311981000000001,471.0,7020.0,78377.00000000001,19508.0,9.0,136.0,221,25,170752.0,8238,855,3975
2020-07-11,1.04008237,5.930120385,0.092922104,470.00000000000006,6995.0,78454.00000000001,19514.0,7.0,57.00000000000001,83,6,171504.0,8238,357,3980
2020-07-12,1.043781867,5.950980105,0.093515223,473.0,6991.0,78486.00000000001,19515.0,5.0,26.0,32,1,172089.0,8238,117,3993
2020-07-13,1.060429836,6.248976104,0.09232898399999999,466.99999999999994,6941.0,78586.0,19533.0,10.0,68.0,100,18,172377.0,8238,880,4194
2020-07-14,1.111818697,5.670863866,0.091933571,465.00000000000006,6907.0,78670.0,19539.0,7.0,61.00000000000001,84,6,172888.0,8238,184,3806
2020-07-15,1.108672281,5.900320785,0.090351918,457.0,6873.0,78809.00000000001,19559.0,16.0,133.0,140,20,173304.0,8238,858,3959
2020-07-16,1.135201994,6.304105364,0.09015421099999998,456.0,6754.0,79025.0,19577.0,23.0,119.0,218,18,173838.0,8238,979,4231
2020-07-17,1.113265819,6.466513184,0.089363385,452.0,6646.0,79233.00000000001,19591.0,17.0,119.0,213,14,174674.0,8238,964,4340
2020-07-18,1.113096989,6.597631423,0.088967972,449.99999999999994,6614.0,79322.0,19599.0,6.000000000000001,68.0,90,8,175639.0,8238,445,4428
2020-07-19,1.122187056,6.709379923,0.088572558,448.00000000000006,6583.0,79384.00000000001,19600.0,4.0,36.0,65,1,176404.0,8238,192,4503
2020-07-20,1.126789871,6.938836843,0.08738631900000002,442.0,6547.0,79530.00000000001,19616.0,18.0,137.0,148,16,176754.0,8238,1034,4657
2020-07-21,1.139495702,8.303658519,0.085013839,430.0,6440.0,79723.0,19629.0,12.0,109.0,196,13,177338.0,8238,1100,5573
2020-07-22,1.182588157,8.773002218,0.08303677299999998,420.0,6324.0,79946.00000000001,19636.0,17.0,132.0,225,7,178336.0,8238,1173,5888
2020-07-23,1.207885433,9.030768757,0.081257414,411.0,5915.0,80461.00000000001,19646.0,12.999999999999998,123.0,519,14,179398.0,14234,1152,6061
2020-07-24,1.264614792,9.497132496,0.076117042,385.0,5678.0,80804.0,19656.0,16.0,126.0,344,13,180528.0,8238,1278,6374
2020-07-25,1.293188471,9.768308856,0.07275603,368.0,5634.0,80915.0,19664.0,8.0,86.0,115,8,181636.0,8238,627,6556
2020-07-26,1.3006891999999999,9.875587415,0.072558323,367.0,5640.0,80947.00000000001,19665.0,1.0,36.0,34,1,182565.0,8238,264,6628
2020-07-27,1.352710043,10.46412951,0.07394227,374.0,5614.0,81071.0,19673.0,24.999999999999996,118.0,127,9,183079.0,8238,1429,7023
2020-07-28,1.365492694,10.86046419,0.071372084,361.0,5510.0,81300.00000000001,19688.0,22.0,172.0,236,15,183804.0,8238,1366,7289
2020-07-29,1.374601548,11.31490809,0.070383551,356.0,5409.0,81489.00000000001,19703.0,14.0,118.0,191,15,185196.0,8238,1478,7594
2020-07-30,1.402488359,11.90643015,0.070581257,357.0,5334.0,81656.0,19719.0,14.0,116.0,174,16,186573.0,8238,1549,7991
2020-07-31,1.4308970950000002,12.44133297,0.068604191,347.0,5257.0,81870.00000000001,19730.0,16.0,152.0,216,11,187919.0,8238,1637,8350
2020-08-01,1.448696054,12.690159629999998,0.068011072,344.0,5177.0,82016.00000000001,19736.0,11.0,77.0,149,6,189547.0,8238,794,8517
2020-08-02,1.442790628,12.669299909999998,0.068208778,345.0,5188.0,82029.00000000001,19737.0,3.0,25.0,13,1,190739.0,8238,250,8503
2020-08-03,1.519774616,13.55136807,0.071174377,360.0,5157.0,82155.0,19759.0,29.0,142.0,142,22,191295.0,8238,2021,9095
2020-08-04,1.621759312,14.51389514,0.071965204,364.0,5121.0,82307.0,19770.0,21.0,139.0,155,11,192334.0,8238,2012,9741
2020-08-05,1.706035869,15.23355548,0.071174377,360.0,5107.0,82449.00000000001,19779.0,15.0,137.0,144,9,194029.0,8238,1961,10224
2020-08-06,1.795537328,16.15138316,0.072360617,366.0,5019.0,82659.0,19786.0,21.0,141.0,211,7,195633.0,8238,2165,10840
2020-08-07,1.899830425,17.14370984,0.070976671,359.0,4970.0,82825.00000000001,19798.0,20.0,136.0,168,12,197921.0,8238,2303,11506
2020-08-08,1.9273759099999999,17.458095619999998,0.072360617,366.0,4981.0,82881.00000000001,19800.0,12.0,73.0,59,2,200105.0,8238,1005,11717
2020-08-09,1.956731069,17.7426818,0.07275603,368.0,4992.0,82886.00000000001,19800.0,4.0,14.0,5,0,201990.0,8238,441,11908
2020-08-10,2.0829650290000004,18.959995449999997,0.073546856,372.0,5004.0,83036.0,19814.0,28.0,180.0,151,14,202775.0,8238,2838,12725
2020-08-11,2.1974004940000005,19.973181849999996,0.072558323,367.0,4971.0,83226.00000000001,19829.0,21.0,191.0,193,15,204172.0,8238,2692,13405
2020-08-12,2.3338385430000006,21.36035323,0.070185844,355.0,4850.0,83461.0,19846.0,17.0,143.0,241,18,206696.0,8238,2892,14336
2020-08-13,2.511942796,23.4180156,0.069395018,351.0,4824.0,83651.00000000001,19863.0,24.999999999999996,201.0,203,17,209365.0,8238,3546,15717
2020-08-14,2.6729462540000006,25.76622408,0.068011072,344.0,4788.0,83836.00000000001,19881.0,20.0,173.0,191,19,212211.0,8238,3878,17293
2020-08-15,2.7291926660000003,25.41607878,0.069790431,353.0,4817.0,83880.0,19884.0,15.0,87.0,49,4,215521.0,9460,770,17058
2020-08-16,2.748135727,25.78559382,0.069790431,353.0,4820.0,83909.00000000001,19885.0,2.0,33.0,28,1,218536.0,9460,689,17306
2020-08-17,2.927320961,29.03524019,0.071372084,361.0,4885.0,84053.00000000001,19904.0,34.0,234.0,148,19,219029.0,8238,5019,19487
2020-08-18,3.061511733,32.08522924,0.070581257,357.0,4783.0,84297.00000000001,19920.0,28.0,185.0,255,17,221267.0,8238,4739,21534
2020-08-19,3.187851616,35.00410005,0.07156979,362.0,4781.0,84440.0,19937.0,31.0,162.0,160,17,225043.0,9460,4851,23493
2020-08-20,3.257880702,37.37167827,0.07275603,368.0,4723.0,84615.0,19949.0,28.0,149.0,187,12,229814.0,9460,5135,25082
2020-08-21,3.280252714,39.23713322,0.072558323,367.0,4720.0,84802.00000000001,19972.0,37.0,210.0,188,23,234400.0,9460,5131,26334
2020-08-22,3.2914980089999997,41.42442386,0.07275603,368.0,4685.0,84923.00000000001,19980.0,10.0,114.0,139,12,238002.0,9460,2238,27802
2020-08-23,3.323544184,41.90270744,0.07334915,371.0,4683.0,84946.00000000001,19981.0,6.000000000000001,29.0,24,1,242899.0,9460,1010,28123
2020-08-24,3.4297852349999998,44.82008827,0.076512456,387.0,4664.0,85172.00000000001,19996.0,43.0,233.0,231,15,244854.0,9460,6977,30081
2020-08-25,3.538196983,47.8864671,0.079280348,401.0,4578.0,85494.00000000001,20016.0,48.99999999999999,265.0,334,22,248157.99999999997,11746,6797,32139
2020-08-26,3.5966758859999994,50.608660549999996,0.073744563,373.0,4535.0,85731.00000000001,20034.0,21.0,215.0,242,19,253587.0,9460,6678,33966
2020-08-27,3.67360386,53.99538508,0.074139976,375.0,4517.0,85954.0,20046.0,32.0,225.0,225,15,259697.99999999997,9460,7408,36239
2020-08-28,3.781219669,57.69798538,0.075326216,381.0,4517.0,86147.0,20065.0,32.0,241.0,204,19,267077.0,9460,7616,38724
2020-08-29,3.799255304,58.866129689999994,0.077896402,394.0,4512.0,86268.0,20071.0,28.0,135.0,127,6,272530.0,9460,3022,39508
2020-08-30,3.813395351,59.31908361,0.078291815,396.0,4517.0,86280.0,20075.0,5.0,23.0,13,4,277943.0,9460,1314,39812
2020-08-31,3.9416739540000005,63.06191336,0.079675761,403.0,4564.0,86439.0,20104.0,45.0,254.0,163,29,281025.0,9460,9489,42324
2020-09-01,4.068616307,66.13425211,0.08264136,418.0,4586.0,86682.0,20123.0,54.0,300.0,252,19,286007.0,9460,8859,44386
2020-09-02,4.23526408,69.69977425,0.086990905,440.0,4614.0,86933.0,20148.0,57.0,317.0,258,26,293024.0,9460,9071,46779
